ID_Lead,Vendedor que atendeu,Data do Lead,Data da Conversão,Receita Possível,Receita Gerada,Receita Perdida,Data da Perda,Motivo da Perda,STATUS DO LEAD,Tempo até Conversão (Dias)
2023,Vendedor A,2022-11-22 00:00:00,,20205,,20205.0,2022-11-28 00:00:00,Não tem interesse,Perdido,
2026,Vendedor B,2022-11-22 00:00:00,,20205,,20205.0,2022-11-28 00:00:00,Não retornou contato,Perdido,
2027,Vendedor C,2022-11-22 00:00:00,,20205,,20205.0,2022-11-28 00:00:00,Não retornou contato,Perdido,
2032,Vendedor C,2022-11-23 00:00:00,2022-11-29 00:00:00,20209.5,20209.5,,,,Convertido,6.0
2030,Vendedor A,2022-11-23 00:00:00,2023-01-06 00:00:00,20205,20205.0,,,,Convertido,44.0
2028,Vendedor C,2022-11-23 00:00:00,,20205,,20205.0,2022-11-28 00:00:00,Não retornou contato,Perdido,
2029,Vendedor D,2022-11-23 00:00:00,,20205,,20205.0,2022-11-25 00:00:00,Preço alto,Perdido,
2031,Vendedor D,2022-11-23 00:00:00,,20205,,20205.0,2022-11-28 00:00:00,Preço alto,Perdido,
2033,Vendedor B,2022-11-23 00:00:00,,20205,,20205.0,2022-11-28 00:00:00,Preço alto,Perdido,
2034,Vendedor D,2022-11-23 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Não retornou contato,Perdido,
2035,Vendedor D,2022-11-23 00:00:00,,20205,,20205.0,2022-12-02 00:00:00,Não retornou contato,Perdido,
2036,Vendedor C,2022-11-23 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Não retornou contato,Perdido,
2037,Vendedor D,2022-11-23 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Não retornou contato,Perdido,
2038,Vendedor A,2022-11-23 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Não tem interesse,Perdido,
2044,Vendedor C,2022-11-24 00:00:00,2022-11-24 00:00:00,20205,20205.0,,,,Convertido,0.0
2045,Vendedor C,2022-11-24 00:00:00,2022-11-24 00:00:00,20205,20205.0,,,,Convertido,0.0
2039,Vendedor D,2022-11-24 00:00:00,,20205,,20205.0,2022-12-08 00:00:00,Não retornou contato,Perdido,
2040,Vendedor B,2022-11-24 00:00:00,,20205,,20205.0,2022-12-02 00:00:00,Não retornou contato,Perdido,
2041,Vendedor D,2022-11-24 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Não retornou contato,Perdido,
2042,Vendedor D,2022-11-24 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Não retornou contato,Perdido,
2043,Vendedor B,2022-11-24 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Não retornou contato,Perdido,
2046,Vendedor B,2022-11-24 00:00:00,,20205,,20205.0,2022-11-28 00:00:00,Outros,Perdido,
2047,Vendedor A,2022-11-24 00:00:00,,20205,,20205.0,2022-12-01 00:00:00,Preço alto,Perdido,
2051,Vendedor C,2022-11-25 00:00:00,2022-11-25 00:00:00,20205,20205.0,,,,Convertido,0.0
2060,Vendedor E,2022-11-25 00:00:00,2022-11-25 00:00:00,20205,20205.0,,,,Convertido,0.0
2063,Vendedor D,2022-11-25 00:00:00,2022-11-25 00:00:00,20205,20205.0,,,,Convertido,0.0
2052,Vendedor C,2022-11-25 00:00:00,2022-11-25 00:00:00,17964,17964.0,,,,Convertido,0.0
2054,Vendedor D,2022-11-25 00:00:00,2022-11-25 00:00:00,17964,17964.0,,,,Convertido,0.0
2066,Vendedor D,2022-11-25 00:00:00,2022-11-29 00:00:00,20209.5,20209.5,,,,Convertido,4.0
2058,Vendedor C,2022-11-25 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,5.0
2068,Vendedor D,2022-11-25 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,5.0
2061,Vendedor C,2022-11-25 00:00:00,2022-11-30 00:00:00,19200,19200.0,,,,Convertido,5.0
2048,Vendedor B,2022-11-25 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Não retornou contato,Perdido,
2049,Vendedor B,2022-11-25 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Não retornou contato,Perdido,
2050,Vendedor B,2022-11-25 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Não retornou contato,Perdido,
2053,Vendedor C,2022-11-25 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Não retornou contato,Perdido,
2055,Vendedor A,2022-11-25 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Não retornou contato,Perdido,
2056,Vendedor B,2022-11-25 00:00:00,,18180,,18180.0,2022-11-30 00:00:00,Não retornou contato,Perdido,
2057,Vendedor A,2022-11-25 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Não retornou contato,Perdido,
2059,Vendedor A,2022-11-25 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Preço alto,Perdido,
2062,Vendedor C,2022-11-25 00:00:00,,20205,,20205.0,2022-12-01 00:00:00,Não retornou contato,Perdido,
2064,Vendedor A,2022-11-25 00:00:00,,20205,,20205.0,2022-12-02 00:00:00,Não retornou contato,Perdido,
2065,Vendedor D,2022-11-25 00:00:00,,20205,,20205.0,2022-12-02 00:00:00,Não retornou contato,Perdido,
2067,Vendedor E,2022-11-25 00:00:00,,20205,,20205.0,2022-12-02 00:00:00,Não retornou contato,Perdido,
2072,Vendedor A,2022-11-26 00:00:00,2022-11-26 00:00:00,20205,20205.0,,,,Convertido,0.0
2077,Vendedor A,2022-11-26 00:00:00,2022-11-26 00:00:00,20205,20205.0,,,,Convertido,0.0
2079,Vendedor E,2022-11-26 00:00:00,2022-11-26 00:00:00,20205,20205.0,,,,Convertido,0.0
2078,Vendedor C,2022-11-26 00:00:00,2022-11-27 00:00:00,20205,20205.0,,,,Convertido,1.0
2069,Vendedor A,2022-11-26 00:00:00,,20205,,20205.0,2022-12-02 00:00:00,Não retornou contato,Perdido,
2070,Vendedor E,2022-11-26 00:00:00,,20205,,20205.0,2022-12-02 00:00:00,Não retornou contato,Perdido,
2071,Vendedor D,2022-11-26 00:00:00,,20205,,20205.0,2022-12-02 00:00:00,Não retornou contato,Perdido,
2073,Vendedor A,2022-11-26 00:00:00,,20205,,20205.0,2022-12-02 00:00:00,Preço alto,Perdido,
2074,Vendedor B,2022-11-26 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2075,Vendedor D,2022-11-26 00:00:00,,20205,,20205.0,2022-12-08 00:00:00,Não retornou contato,Perdido,
2076,Vendedor D,2022-11-26 00:00:00,,20205,,20205.0,2022-12-01 00:00:00,Não retornou contato,Perdido,
2080,Vendedor D,2022-11-26 00:00:00,,20205,,20205.0,2022-12-29 00:00:00,Não retornou contato,Perdido,
2085,Vendedor E,2022-11-27 00:00:00,2022-11-27 00:00:00,20205,20205.0,,,,Convertido,0.0
2089,Vendedor B,2022-11-27 00:00:00,2022-11-27 00:00:00,20205,20205.0,,,,Convertido,0.0
2094,Vendedor A,2022-11-27 00:00:00,2022-11-27 00:00:00,20205,20205.0,,,,Convertido,0.0
2087,Vendedor B,2022-11-27 00:00:00,2022-11-28 00:00:00,20205,20205.0,,,,Convertido,1.0
2083,Vendedor C,2022-11-27 00:00:00,2022-11-28 00:00:00,18184.5,18184.5,,,,Convertido,1.0
2095,Vendedor C,2022-11-27 00:00:00,2022-11-30 00:00:00,20209.5,20209.5,,,,Convertido,3.0
2096,Vendedor C,2022-11-27 00:00:00,2022-12-20 00:00:00,19200,19200.0,,,,Convertido,23.0
2081,Vendedor C,2022-11-27 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2082,Vendedor C,2022-11-27 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Não retornou contato,Perdido,
2084,Vendedor E,2022-11-27 00:00:00,,20205,,20205.0,2022-12-01 00:00:00,Não retornou contato,Perdido,
2086,Vendedor A,2022-11-27 00:00:00,,20205,,20205.0,2022-12-01 00:00:00,Não retornou contato,Perdido,
2088,Vendedor C,2022-11-27 00:00:00,,20205,,20205.0,2022-12-02 00:00:00,Não retornou contato,Perdido,
2090,Vendedor A,2022-11-27 00:00:00,,20205,,20205.0,2022-12-02 00:00:00,Não retornou contato,Perdido,
2091,Vendedor D,2022-11-27 00:00:00,,20205,,20205.0,2022-12-06 00:00:00,Vai deixar para outro momento,Perdido,
2092,Vendedor B,2022-11-27 00:00:00,,20205,,20205.0,2022-12-01 00:00:00,Não retornou contato,Perdido,
2093,Vendedor E,2022-11-27 00:00:00,,20205,,20205.0,2022-12-01 00:00:00,Não retornou contato,Perdido,
2097,Vendedor C,2022-11-27 00:00:00,,20205,,20205.0,2022-11-29 00:00:00,Preço alto,Perdido,
2098,Vendedor B,2022-11-28 00:00:00,2022-11-28 00:00:00,20205,20205.0,,,,Convertido,0.0
2099,Vendedor C,2022-11-28 00:00:00,2022-11-28 00:00:00,20205,20205.0,,,,Convertido,0.0
2104,Vendedor B,2022-11-28 00:00:00,2022-11-28 00:00:00,20205,20205.0,,,,Convertido,0.0
2107,Vendedor D,2022-11-28 00:00:00,2022-11-28 00:00:00,20205,20205.0,,,,Convertido,0.0
2108,Vendedor D,2022-11-28 00:00:00,2022-11-28 00:00:00,20205,20205.0,,,,Convertido,0.0
2103,Vendedor B,2022-11-28 00:00:00,2022-11-29 00:00:00,20205,20205.0,,,,Convertido,1.0
2100,Vendedor B,2022-11-28 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Vai deixar para outro momento,Perdido,
2101,Vendedor D,2022-11-28 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Preço alto,Perdido,
2102,Vendedor D,2022-11-28 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2105,Vendedor E,2022-11-28 00:00:00,,20205,,20205.0,2022-12-01 00:00:00,Não retornou contato,Perdido,
2106,Vendedor D,2022-11-28 00:00:00,,20205,,20205.0,2022-12-06 00:00:00,Não retornou contato,Perdido,
2109,Vendedor E,2022-11-28 00:00:00,,20205,,20205.0,2022-12-06 00:00:00,Não retornou contato,Perdido,
2110,Vendedor E,2022-11-28 00:00:00,,20205,,20205.0,2023-02-10 00:00:00,Preço alto,Perdido,
2111,Vendedor D,2022-11-28 00:00:00,,20205,,20205.0,2022-12-06 00:00:00,Não retornou contato,Perdido,
2112,Vendedor A,2022-11-29 00:00:00,2022-11-29 00:00:00,20205,20205.0,,,,Convertido,0.0
2123,Vendedor A,2022-11-29 00:00:00,2022-11-29 00:00:00,20205,20205.0,,,,Convertido,0.0
2125,Vendedor E,2022-11-29 00:00:00,2022-11-29 00:00:00,20205,20205.0,,,,Convertido,0.0
2130,Vendedor D,2022-11-29 00:00:00,2022-11-29 00:00:00,20205,20205.0,,,,Convertido,0.0
2135,Vendedor D,2022-11-29 00:00:00,2022-11-29 00:00:00,20205,20205.0,,,,Convertido,0.0
2136,Vendedor B,2022-11-29 00:00:00,2022-11-29 00:00:00,20205,20205.0,,,,Convertido,0.0
2132,Vendedor D,2022-11-29 00:00:00,2022-11-29 00:00:00,18184.5,18184.5,,,,Convertido,0.0
2129,Vendedor C,2022-11-29 00:00:00,2022-11-30 00:00:00,20209.5,20209.5,,,,Convertido,1.0
2133,Vendedor A,2022-11-29 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,1.0
2115,Vendedor B,2022-11-29 00:00:00,2022-11-30 00:00:00,19200,19200.0,,,,Convertido,1.0
2137,Vendedor C,2022-11-29 00:00:00,2022-12-01 00:00:00,20209.5,20209.5,,,,Convertido,2.0
2114,Vendedor A,2022-11-29 00:00:00,2022-12-30 00:00:00,20209.5,20209.5,,,,Convertido,31.0
2113,Vendedor E,2022-11-29 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Preço alto,Perdido,
2116,Vendedor D,2022-11-29 00:00:00,,20205,,20205.0,2022-12-06 00:00:00,Não retornou contato,Perdido,
2117,Vendedor A,2022-11-29 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Vai deixar para outro momento,Perdido,
2118,Vendedor A,2022-11-29 00:00:00,,20205,,20205.0,2022-12-06 00:00:00,Não retornou contato,Perdido,
2119,Vendedor C,2022-11-29 00:00:00,,20205,,20205.0,2022-12-02 00:00:00,Não tem interesse,Perdido,
2120,Vendedor C,2022-11-29 00:00:00,,20205,,20205.0,2022-12-06 00:00:00,Não retornou contato,Perdido,
2121,Vendedor D,2022-11-29 00:00:00,,20205,,20205.0,2022-12-02 00:00:00,Não tem interesse,Perdido,
2122,Vendedor D,2022-11-29 00:00:00,,20205,,20205.0,2022-12-28 00:00:00,Não retornou contato,Perdido,
2124,Vendedor A,2022-11-29 00:00:00,,20205,,20205.0,2022-12-06 00:00:00,Não retornou contato,Perdido,
2126,Vendedor C,2022-11-29 00:00:00,,20205,,20205.0,2022-12-02 00:00:00,Não retornou contato,Perdido,
2127,Vendedor E,2022-11-29 00:00:00,,20205,,20205.0,2022-12-14 00:00:00,Não retornou contato,Perdido,
2128,Vendedor C,2022-11-29 00:00:00,,20205,,20205.0,2022-12-02 00:00:00,Não retornou contato,Perdido,
2131,Vendedor D,2022-11-29 00:00:00,,20205,,20205.0,2022-12-06 00:00:00,Não retornou contato,Perdido,
2134,Vendedor B,2022-11-29 00:00:00,,20205,,20205.0,2022-12-06 00:00:00,Vai deixar para outro momento,Perdido,
2138,Vendedor C,2022-11-30 00:00:00,2022-11-30 00:00:00,22455,22455.0,,,,Convertido,0.0
2142,Vendedor E,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2145,Vendedor B,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2147,Vendedor D,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2148,Vendedor E,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2149,Vendedor D,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2151,Vendedor C,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2153,Vendedor D,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2157,Vendedor E,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2158,Vendedor D,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2159,Vendedor E,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2160,Vendedor A,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2161,Vendedor E,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2162,Vendedor A,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2164,Vendedor A,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2165,Vendedor E,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2168,Vendedor A,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2171,Vendedor B,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2174,Vendedor C,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2176,Vendedor B,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2177,Vendedor B,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2178,Vendedor D,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2179,Vendedor C,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2181,Vendedor D,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2182,Vendedor E,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2183,Vendedor D,2022-11-30 00:00:00,2022-11-30 00:00:00,20205,20205.0,,,,Convertido,0.0
2170,Vendedor E,2022-11-30 00:00:00,2022-11-30 00:00:00,18185.25,18185.25,,,,Convertido,0.0
2169,Vendedor D,2022-11-30 00:00:00,2022-12-02 00:00:00,20190,20190.0,,,,Convertido,2.0
2156,Vendedor B,2022-11-30 00:00:00,2022-12-03 00:00:00,20205,20205.0,,,,Convertido,3.0
2184,Vendedor C,2022-11-30 00:00:00,2022-12-03 00:00:00,20205,20205.0,,,,Convertido,3.0
2146,Vendedor A,2022-11-30 00:00:00,2022-12-07 00:00:00,18000,18000.0,,,,Convertido,7.0
2180,Vendedor B,2022-11-30 00:00:00,2022-12-27 00:00:00,19200,19200.0,,,,Convertido,27.0
2167,Vendedor B,2022-11-30 00:00:00,2023-01-05 00:00:00,22455,22455.0,,,,Convertido,36.0
2139,Vendedor C,2022-11-30 00:00:00,,20205,,20205.0,2023-01-10 00:00:00,Não retornou contato,Perdido,
2140,Vendedor E,2022-11-30 00:00:00,,20205,,20205.0,2022-12-22 00:00:00,Não retornou contato,Perdido,
2141,Vendedor A,2022-11-30 00:00:00,,20205,,20205.0,2022-11-30 00:00:00,Preço alto,Perdido,
2143,Vendedor C,2022-11-30 00:00:00,,20205,,20205.0,2022-12-22 00:00:00,Não retornou contato,Perdido,
2144,Vendedor D,2022-11-30 00:00:00,,20205,,20205.0,2022-12-01 00:00:00,Vai deixar para outro momento,Perdido,
2150,Vendedor C,2022-11-30 00:00:00,,20205,,20205.0,2022-12-02 00:00:00,Preço alto,Perdido,
2152,Vendedor D,2022-11-30 00:00:00,,20205,,20205.0,2022-12-07 00:00:00,Outros,Perdido,
2154,Vendedor D,2022-11-30 00:00:00,,20205,,20205.0,2023-03-07 00:00:00,Preço alto,Perdido,
2155,Vendedor B,2022-11-30 00:00:00,,20205,,20205.0,2022-12-06 00:00:00,Não retornou contato,Perdido,
2163,Vendedor B,2022-11-30 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2166,Vendedor C,2022-11-30 00:00:00,,20205,,20205.0,2022-12-22 00:00:00,Não retornou contato,Perdido,
2172,Vendedor A,2022-11-30 00:00:00,,20205,,20205.0,2022-12-22 00:00:00,Não retornou contato,Perdido,
2173,Vendedor C,2022-11-30 00:00:00,,20205,,20205.0,2022-12-28 00:00:00,Não retornou contato,Perdido,
2175,Vendedor E,2022-11-30 00:00:00,,20205,,20205.0,2022-12-22 00:00:00,Preço alto,Perdido,
2196,Vendedor C,2022-12-01 00:00:00,2022-12-05 00:00:00,20209.8,20209.8,,,,Convertido,4.0
2194,Vendedor E,2022-12-01 00:00:00,2023-01-02 00:00:00,20205,20205.0,,,,Convertido,32.0
2185,Vendedor B,2022-12-01 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2186,Vendedor B,2022-12-01 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2187,Vendedor C,2022-12-01 00:00:00,,20205,,20205.0,2022-12-22 00:00:00,Não retornou contato,Perdido,
2188,Vendedor A,2022-12-01 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2189,Vendedor B,2022-12-01 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2190,Vendedor E,2022-12-01 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2191,Vendedor C,2022-12-01 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2192,Vendedor E,2022-12-01 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2193,Vendedor B,2022-12-01 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2195,Vendedor C,2022-12-01 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2197,Vendedor A,2022-12-01 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2208,Vendedor A,2022-12-02 00:00:00,2022-12-03 00:00:00,22455,22455.0,,,,Convertido,1.0
2199,Vendedor B,2022-12-02 00:00:00,2022-12-22 00:00:00,19200,19200.0,,,,Convertido,20.0
2198,Vendedor E,2022-12-02 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2200,Vendedor D,2022-12-02 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2201,Vendedor C,2022-12-02 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2202,Vendedor D,2022-12-02 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Vai deixar para outro momento,Perdido,
2203,Vendedor D,2022-12-02 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2204,Vendedor C,2022-12-02 00:00:00,,20205,,20205.0,2022-12-27 00:00:00,Não retornou contato,Perdido,
2205,Vendedor B,2022-12-02 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2206,Vendedor E,2022-12-02 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2207,Vendedor A,2022-12-02 00:00:00,,20205,,20205.0,2022-12-22 00:00:00,Não retornou contato,Perdido,
2209,Vendedor B,2022-12-02 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2210,Vendedor B,2022-12-02 00:00:00,,20205,,20205.0,2022-12-05 00:00:00,Preço alto,Perdido,
2211,Vendedor D,2022-12-02 00:00:00,,20205,,20205.0,2022-12-22 00:00:00,Não retornou contato,Perdido,
2221,Vendedor B,2022-12-03 00:00:00,2022-12-03 00:00:00,22455,22455.0,,,,Convertido,0.0
2223,Vendedor B,2022-12-03 00:00:00,2023-03-20 00:00:00,19200,19200.0,,,,Convertido,107.0
2212,Vendedor D,2022-12-03 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2213,Vendedor D,2022-12-03 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2214,Vendedor E,2022-12-03 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2215,Vendedor D,2022-12-03 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2216,Vendedor D,2022-12-03 00:00:00,,20205,,20205.0,2022-12-29 00:00:00,Vai deixar para outro momento,Perdido,
2217,Vendedor C,2022-12-03 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2218,Vendedor E,2022-12-03 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2219,Vendedor E,2022-12-03 00:00:00,,20205,,20205.0,2022-12-22 00:00:00,Não retornou contato,Perdido,
2220,Vendedor A,2022-12-03 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2222,Vendedor B,2022-12-03 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2224,Vendedor D,2022-12-03 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2225,Vendedor A,2022-12-03 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2226,Vendedor D,2022-12-04 00:00:00,,20205,,20205.0,2022-12-22 00:00:00,Não retornou contato,Perdido,
2227,Vendedor C,2022-12-04 00:00:00,,20205,,20205.0,2022-12-22 00:00:00,Não retornou contato,Perdido,
2228,Vendedor B,2022-12-04 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2229,Vendedor C,2022-12-04 00:00:00,,20205,,20205.0,2022-12-22 00:00:00,Não retornou contato,Perdido,
2230,Vendedor E,2022-12-04 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2231,Vendedor B,2022-12-04 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2232,Vendedor A,2022-12-04 00:00:00,,20205,,20205.0,2022-12-27 00:00:00,Vai deixar para outro momento,Perdido,
2233,Vendedor A,2022-12-04 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2248,Vendedor C,2022-12-05 00:00:00,2022-12-20 00:00:00,20209.5,20209.5,,,,Convertido,15.0
2239,Vendedor A,2022-12-05 00:00:00,2023-01-06 00:00:00,22455,22455.0,,,,Convertido,32.0
2234,Vendedor C,2022-12-05 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Vai deixar para outro momento,Perdido,
2235,Vendedor B,2022-12-05 00:00:00,,20205,,20205.0,2023-02-27 00:00:00,Preço alto,Perdido,
2236,Vendedor A,2022-12-05 00:00:00,,20205,,20205.0,2022-12-22 00:00:00,Não retornou contato,Perdido,
2237,Vendedor D,2022-12-05 00:00:00,,20205,,20205.0,2022-12-09 00:00:00,Não retornou contato,Perdido,
2238,Vendedor E,2022-12-05 00:00:00,,22455,,22455.0,2022-12-05 00:00:00,Vai deixar para outro momento,Perdido,
2240,Vendedor A,2022-12-05 00:00:00,,20205,,20205.0,2022-12-06 00:00:00,Preço alto,Perdido,
2241,Vendedor D,2022-12-05 00:00:00,,20205,,20205.0,2022-12-12 00:00:00,Não retornou contato,Perdido,
2242,Vendedor E,2022-12-05 00:00:00,,20205,,20205.0,2022-12-12 00:00:00,Não retornou contato,Perdido,
2243,Vendedor E,2022-12-05 00:00:00,,20205,,20205.0,2022-12-12 00:00:00,Não retornou contato,Perdido,
2244,Vendedor D,2022-12-05 00:00:00,,20205,,20205.0,2022-12-12 00:00:00,Não retornou contato,Perdido,
2245,Vendedor A,2022-12-05 00:00:00,,20205,,20205.0,2022-12-12 00:00:00,Não retornou contato,Perdido,
2246,Vendedor E,2022-12-05 00:00:00,,20205,,20205.0,2022-12-12 00:00:00,Não retornou contato,Perdido,
2247,Vendedor B,2022-12-05 00:00:00,,20205,,20205.0,2022-12-22 00:00:00,Não retornou contato,Perdido,
2251,Vendedor C,2022-12-06 00:00:00,2022-12-27 00:00:00,19200,19200.0,,,,Convertido,21.0
2256,Vendedor A,2022-12-06 00:00:00,2023-01-29 00:00:00,20205,20205.0,,,,Convertido,54.0
2255,Vendedor C,2022-12-06 00:00:00,2023-02-15 00:00:00,20205,20205.0,,,,Convertido,71.0
2249,Vendedor B,2022-12-06 00:00:00,,20205,,20205.0,2022-12-12 00:00:00,Não retornou contato,Perdido,
2250,Vendedor A,2022-12-06 00:00:00,,20205,,20205.0,2022-12-06 00:00:00,Preço alto,Perdido,
2252,Vendedor E,2022-12-06 00:00:00,,20205,,20205.0,2022-12-22 00:00:00,Não retornou contato,Perdido,
2253,Vendedor D,2022-12-06 00:00:00,,20205,,20205.0,2022-12-07 00:00:00,Vai deixar para outro momento,Perdido,
2254,Vendedor C,2022-12-06 00:00:00,,20205,,20205.0,2022-12-13 00:00:00,Não retornou contato,Perdido,
2257,Vendedor B,2022-12-06 00:00:00,,20205,,20205.0,2022-12-13 00:00:00,Não retornou contato,Perdido,
2258,Vendedor C,2022-12-06 00:00:00,,20205,,20205.0,2022-12-13 00:00:00,Não retornou contato,Perdido,
2268,Vendedor C,2022-12-07 00:00:00,2022-12-08 00:00:00,20209.5,20209.5,,,,Convertido,1.0
2261,Vendedor A,2022-12-07 00:00:00,2022-12-18 00:00:00,20209.5,20209.5,,,,Convertido,11.0
2259,Vendedor D,2022-12-07 00:00:00,,20205,,20205.0,2022-12-22 00:00:00,Não retornou contato,Perdido,
